ID,Matemática,Linguagens,Ciências da Natureza,Ciências Humanas,Redação
634,5.75,6.08,6.17,5.75,5.67
635,7.75,7.92,8.25,8.25,8.67
636,7.75,8.08,8.17,8.58,8.33
637,8.5,8.17,8.08,7.83,7.58
638,8.67,7.83,8.0,7.17,7.67
639,8.25,8.25,8.33,6.92,7.17
640,8.67,8.5,8.83,7.33,6.92
641,7.58,8.58,7.33,8.17,8.67
642,8.08,8.17,8.42,7.58,7.58
643,8.0,8.08,8.08,7.08,7.33
644,6.67,8.67,7.83,9.0,8.92
645,8.42,7.5,8.75,7.83,6.92
646,8.67,7.33,8.08,7.67,8.17
647,7.17,8.08,8.58,8.5,8.58
648,8.92,9.08,9.25,9.0,9.0
649,9.17,9.17,9.08,9.08,9.08
650,5.83,6.08,6.17,5.92,6.0
651,7.17,8.17,7.33,8.67,8.42
652,8.67,8.5,8.33,9.0,8.25
653,8.25,7.08,8.5,8.58,6.67
654,9.0,7.92,8.92,6.92,7.83
655,8.5,7.08,7.83,8.17,8.08
656,8.33,8.08,8.33,7.08,7.83
657,6.92,8.33,7.33,8.33,9.08
658,8.42,7.33,7.75,8.0,7.5
659,7.58,8.42,7.17,8.75,8.08
660,8.0,7.5,8.67,8.0,7.25
661,7.67,7.83,7.92,8.83,9.42
662,8.5,7.58,8.75,7.92,7.0
663,7.92,8.5,8.0,8.92,8.0
664,7.25,8.42,6.75,8.83,8.92
665,6.08,5.92,6.17,6.0,5.83
666,7.42,8.5,7.42,8.83,8.67
667,8.42,7.5,8.42,7.17,6.92
668,6.58,8.58,7.67,8.33,8.58
669,8.5,7.17,8.58,7.17,6.25
670,9.17,7.58,8.5,7.5,8.75
671,8.42,8.58,8.08,8.25,8.08
672,8.75,9.33,9.33,9.0,8.58
673,9.08,7.08,8.75,7.42,8.42
674,6.92,8.58,7.0,8.33,8.67
675,8.58,7.08,8.42,6.58,6.67
676,8.17,9.08,7.42,8.42,8.0
677,8.75,7.92,8.42,7.42,8.0
678,8.92,9.33,9.17,9.0,8.83
679,8.33,8.67,7.17,8.08,8.67
680,8.58,7.08,8.08,8.25,7.83
681,8.5,6.92,8.42,7.0,7.33
682,8.08,8.58,7.75,8.0,8.17
683,8.92,8.67,8.5,8.08,8.5
684,5.83,6.0,6.0,6.0,5.83
685,8.17,8.25,6.5,8.83,8.42
686,8.17,7.33,8.83,7.08,7.42
687,7.08,8.33,7.42,8.42,8.0
688,8.0,7.75,9.0,7.25,7.75
689,6.25,6.67,5.83,6.08,6.08
690,8.33,8.25,8.0,6.67,6.92
691,7.58,8.42,8.5,8.42,8.42
692,8.67,7.08,8.17,7.17,7.33
693,8.17,7.5,8.17,8.08,7.17
694,6.08,5.92,6.08,6.08,5.5
695,8.5,7.75,8.42,8.67,7.83
696,8.67,7.33,8.42,8.17,7.33
697,6.83,8.83,8.17,8.25,8.5
698,8.08,9.5,7.83,8.67,8.58
699,8.5,7.25,8.42,7.25,7.75
700,8.83,6.92,8.0,7.83,7.67
701,7.75,8.08,7.25,9.08,7.58
702,9.25,9.08,9.25,9.25,8.92
703,8.75,7.92,8.58,8.25,7.92
704,7.33,8.17,7.42,8.5,8.42
705,7.42,8.08,6.83,8.25,7.83
706,6.25,6.17,6.0,5.75,5.92
707,8.25,7.58,9.0,7.92,7.08
708,8.67,7.83,8.0,7.58,7.83
709,8.17,8.08,8.17,7.42,7.58
710,6.42,6.33,5.75,5.83,6.33
711,7.92,7.75,8.67,7.92,7.33
712,7.33,8.75,7.83,8.5,8.67
713,8.08,7.75,8.33,7.0,8.25
714,6.75,8.33,7.42,8.17,8.42
715,6.92,8.33,6.92,9.0,8.58
716,8.58,7.83,8.58,8.25,7.75
717,7.08,8.83,7.5,8.67,9.08
718,8.17,8.33,6.75,8.83,8.42
719,7.58,8.42,7.58,8.58,9.0
720,7.75,7.75,8.25,6.83,7.17
721,7.83,8.75,8.17,8.5,8.58
722,9.0,8.75,8.92,8.67,9.17
723,7.67,8.92,6.92,8.83,8.25
724,9.42,8.92,9.17,8.92,9.0
725,5.67,6.17,6.08,6.25,6.33
726,8.67,9.5,8.92,8.92,8.83
727,7.75,8.83,7.33,8.58,8.25
728,6.08,5.92,6.42,6.08,6.17
729,7.75,8.83,8.08,9.08,8.25
730,7.25,8.5,8.33,8.92,8.67
731,7.83,8.83,7.0,8.75,8.25
732,8.58,7.75,8.08,6.83,7.33
733,6.58,8.92,8.67,8.67,8.33
734,8.58,6.75,8.42,7.67,7.08
735,8.67,7.42,8.5,7.17,7.5
736,7.58,8.58,7.67,8.67,8.67
737,7.33,8.92,8.08,8.58,8.83
738,7.25,9.0,7.5,8.17,8.17
739,8.67,8.67,8.67,7.67,7.75
740,7.08,8.67,7.0,8.5,8.42
741,7.25,8.75,7.58,8.5,8.5
742,7.75,8.58,6.83,8.92,8.5
743,8.5,7.33,8.75,7.83,7.08
744,8.5,7.08,8.58,7.58,7.42
745,7.58,8.67,7.58,8.17,8.67
746,8.0,8.25,8.25,6.5,7.92
747,6.25,6.08,6.42,6.0,6.5
748,7.33,8.17,8.17,8.58,9.08
749,9.25,8.5,9.17,8.67,9.0
750,8.25,8.42,7.83,8.75,8.08
751,8.58,7.83,8.42,7.17,7.92
752,7.25,8.5,7.58,8.17,8.25
753,8.42,6.67,8.42,7.0,7.5
754,6.25,6.08,5.92,5.42,5.92
755,8.33,6.92,8.67,6.75,7.75
756,9.08,9.33,8.58,9.25,9.0
757,8.58,7.75,8.83,7.58,6.5
758,7.67,8.42,6.83,9.08,8.58
759,5.92,6.0,6.58,5.83,5.83
760,8.33,7.17,7.92,8.17,7.75
761,8.5,8.17,8.08,8.25,8.67
762,7.58,7.92,8.25,8.25,7.92
763,8.5,8.08,8.08,7.42,6.92
764,6.5,8.42,7.58,8.83,8.83
765,7.58,8.17,6.92,8.58,8.42
766,8.0,7.75,8.33,8.33,6.83
767,8.42,8.33,6.33,8.92,8.42
768,8.17,7.0,8.5,7.75,7.42
769,9.17,9.0,9.08,9.08,9.08
770,8.33,7.33,8.25,8.0,8.25
771,9.0,7.0,8.33,7.0,8.33
772,8.75,7.42,8.0,7.33,8.25
773,7.75,8.5,7.17,8.5,8.5
774,8.83,7.25,8.42,7.92,7.58
775,8.67,7.58,8.5,7.25,6.75
776,5.83,5.92,5.58,6.17,5.92
777,7.08,8.75,7.0,8.42,8.17
778,6.58,8.33,6.75,8.33,8.08
779,7.83,8.75,7.5,8.08,8.92
780,8.75,7.33,9.42,8.25,7.33
781,7.5,8.67,7.08,9.17,8.83
782,8.83,7.75,8.0,8.83,6.58
783,8.92,8.17,8.5,7.42,7.33
784,7.42,6.58,8.0,7.17,7.33
785,8.33,8.5,7.42,8.83,8.08
786,7.42,8.67,7.67,8.33,8.58
787,6.0,6.17,5.83,5.75,6.17
788,8.92,8.58,9.08,8.83,8.92
789,8.92,8.83,9.33,8.92,8.83
790,6.25,5.58,6.08,5.67,5.75
791,7.67,8.5,8.25,8.75,8.75
792,8.42,7.58,8.83,7.67,8.0
793,8.42,7.0,8.5,8.67,8.08
794,8.83,7.25,8.0,7.83,7.08
795,9.0,7.25,8.33,7.83,6.33
796,8.0,7.5,8.75,6.75,7.33
797,7.75,7.92,8.17,8.92,8.42
798,7.42,7.83,7.42,8.75,8.58
799,8.75,7.58,8.17,6.58,7.92
800,8.83,9.08,8.67,8.92,8.92
801,6.08,5.67,6.42,6.08,5.5
802,9.33,8.83,9.42,8.83,9.0
803,8.75,7.42,8.25,6.83,6.75
804,6.25,6.42,5.5,6.08,5.83
805,8.33,7.5,9.42,8.42,6.92
806,8.83,9.17,9.17,9.17,9.17
807,7.33,8.75,6.17,8.08,8.5
808,9.08,8.0,8.83,7.25,8.08
809,8.08,8.08,8.17,7.33,7.17
810,7.17,8.17,6.42,8.42,8.58
811,8.67,9.42,9.25,9.25,9.17
812,8.58,6.42,8.33,7.67,7.83
813,6.42,8.92,7.42,9.17,8.5
814,5.5,5.75,5.83,6.17,5.83
815,8.33,7.25,8.83,7.58,7.17
816,8.83,6.75,8.17,7.5,8.0
817,8.0,8.58,8.0,8.25,8.17
818,8.67,7.25,8.25,7.92,6.92
819,9.0,9.0,9.0,9.25,8.92
820,7.5,8.92,7.08,8.92,8.42
821,6.92,8.75,7.67,8.25,8.75
822,7.08,8.08,7.0,8.58,8.5
823,8.67,6.75,8.25,7.17,7.5
824,7.42,7.92,8.0,9.0,8.42
825,8.75,9.08,9.0,9.17,9.08
826,6.33,6.25,6.42,5.75,6.0
827,8.58,7.5,8.33,7.67,7.67
828,7.58,8.08,7.5,8.5,8.33
829,5.42,5.92,5.58,5.92,5.67
830,8.75,7.92,8.25,7.67,7.25
831,6.0,6.17,5.58,5.75,5.42
832,7.92,8.42,6.83,8.58,8.33
833,9.08,8.75,8.67,9.0,8.5
834,9.0,9.17,9.33,9.0,9.0
835,8.42,8.5,7.25,8.75,7.67
836,8.08,8.42,8.17,8.08,8.5
837,8.83,8.67,8.17,7.92,7.75
838,7.08,8.25,7.42,8.08,8.83
839,6.25,5.92,6.08,6.33,5.92
840,6.67,8.0,7.67,8.08,8.42
841,9.0,7.83,8.75,8.0,7.67
842,8.0,7.83,8.67,6.75,7.0
843,8.17,7.5,8.75,6.92,7.92
844,7.92,8.5,6.5,8.58,9.08
845,7.33,8.75,7.83,8.75,8.33
846,8.75,7.17,8.25,8.33,6.33
847,6.92,8.33,8.58,8.08,8.83
848,9.0,8.83,9.0,9.17,9.08
849,6.83,8.75,8.08,8.25,8.33
850,7.42,8.75,7.75,8.33,8.5
851,7.67,8.5,6.92,8.92,8.58
852,8.83,7.42,8.5,7.83,7.58
853,8.83,7.58,8.67,7.5,7.33
854,8.83,8.0,8.5,7.0,7.5
855,8.67,8.75,8.5,7.92,9.25
856,6.75,8.92,8.42,7.92,8.5
857,8.42,7.75,8.25,7.08,7.5
858,8.5,7.08,8.5,7.67,7.08
859,7.75,8.0,8.25,7.58,7.83
860,8.92,7.67,8.42,7.25,7.5
861,6.08,6.08,6.08,5.67,6.33
862,7.58,8.08,7.83,8.92,8.17
863,7.67,8.58,7.75,8.83,8.5
864,9.08,9.0,8.92,9.08,8.83
865,8.42,6.92,8.33,7.83,7.92
866,9.17,9.25,8.67,9.08,9.33
867,8.0,8.33,7.5,8.0,8.5
868,8.33,7.83,8.5,8.08,7.58
869,8.75,7.33,9.08,9.0,8.0
870,7.5,8.25,6.83,8.5,7.83
871,7.08,8.17,7.5,8.25,7.67
872,7.67,8.5,7.83,8.5,8.17
873,7.33,8.67,7.5,8.42,8.25
874,7.0,8.58,7.0,8.92,8.33
875,8.5,7.75,8.75,7.42,7.33
876,6.25,6.08,6.17,6.0,5.42
877,6.0,6.42,5.67,5.58,6.25
878,7.17,8.17,8.58,8.75,8.58
879,8.58,7.33,8.33,7.67,6.58
880,7.75,8.67,7.75,8.42,8.17
881,7.17,8.67,7.67,8.5,8.33
882,8.58,7.25,8.5,7.58,6.83
883,6.92,8.75,7.08,8.25,8.42
884,7.17,9.0,7.42,8.58,8.5
885,8.92,7.58,8.5,7.25,7.67
886,9.33,8.92,9.0,9.25,9.42
887,7.0,8.42,7.0,8.25,9.08
888,7.0,8.67,7.08,9.25,7.75
889,8.58,8.42,8.67,7.25,7.83
890,9.5,9.25,9.25,8.92,9.08
891,7.08,8.08,7.5,8.75,8.25
892,8.0,7.42,8.5,7.42,7.0
893,8.33,7.25,8.25,7.17,7.25
894,8.92,9.17,9.08,9.08,8.42
895,7.08,8.58,7.08,8.25,8.75
896,6.33,6.08,6.25,5.83,5.75
897,7.42,8.58,7.5,8.83,8.58
898,8.92,7.92,8.25,8.17,7.33
899,6.17,5.75,6.0,6.17,5.83
900,9.0,9.42,8.83,8.92,8.92
901,8.17,8.58,7.67,8.83,8.58
902,8.25,7.0,8.75,7.42,7.67
903,8.25,7.67,8.17,7.33,7.75
904,7.5,8.67,7.17,8.42,8.25
905,7.5,8.67,8.17,8.42,8.42
906,8.17,7.33,8.42,7.83,7.17
907,7.33,8.0,8.5,8.33,8.08
908,8.08,8.75,7.0,8.83,8.83
909,8.83,7.33,8.67,7.5,7.5
910,8.42,8.08,8.42,7.25,7.25
911,7.58,8.17,7.67,7.75,8.42
912,9.58,9.08,9.33,8.92,9.17
913,8.67,8.5,7.92,8.33,7.67
914,6.42,8.75,7.42,9.0,8.92
915,8.42,7.33,8.67,7.0,6.75
916,7.0,8.75,8.08,8.58,8.67
917,7.75,8.92,7.25,8.75,8.5
918,8.67,8.0,8.08,7.58,8.33
919,5.67,6.25,5.83,6.0,6.08
920,9.17,8.75,8.58,8.83,9.0
921,7.75,8.5,7.5,8.42,7.67
922,8.58,7.5,8.08,7.75,7.08
923,8.0,7.67,8.0,7.83,7.83
924,7.08,8.25,6.92,9.17,8.25
925,7.17,8.92,7.08,8.67,8.75
926,8.17,6.92,8.92,7.58,6.92
927,7.25,8.42,6.83,8.42,8.67
928,5.92,5.92,5.58,5.83,5.75
929,7.58,8.42,7.58,8.75,7.83
930,8.58,7.75,8.92,8.0,7.83
931,8.33,7.75,8.08,7.17,7.08
932,5.75,6.0,6.25,5.75,6.08
933,9.08,8.75,9.08,8.83,9.17
934,8.58,7.33,8.83,7.25,8.0
935,6.5,6.0,5.83,5.92,6.33
936,9.17,9.25,8.92,9.0,8.67
937,7.17,8.75,8.33,8.75,8.25
938,7.67,8.83,7.42,8.58,8.58
939,8.67,8.92,9.0,9.0,9.25
940,8.25,8.58,8.0,8.42,8.58
941,8.5,8.5,8.17,8.42,8.58
942,8.0,9.0,6.58,8.5,8.83
943,8.25,7.0,8.33,7.08,8.5
944,8.25,7.92,8.08,7.58,7.17
945,7.67,8.75,7.92,8.08,8.25
946,7.75,8.0,8.5,8.42,7.33
947,7.5,8.17,7.08,8.75,8.42
948,6.33,8.5,8.17,8.83,8.83
949,7.5,8.58,6.92,8.17,8.58
950,7.83,8.58,8.58,8.83,9.0
951,7.58,8.25,7.25,8.75,7.67
952,8.5,8.0,8.08,7.25,7.08
953,6.83,8.33,7.42,8.17,8.67
954,9.08,9.5,8.92,9.08,8.58
955,7.5,8.83,7.83,8.58,8.92
956,7.67,8.92,7.17,8.42,8.08
957,7.75,8.83,7.33,8.17,8.83
958,9.33,7.25,9.08,8.0,7.08
959,8.83,7.58,8.83,7.33,7.5
960,6.0,5.75,6.25,6.42,6.0
961,8.33,7.25,8.58,7.42,7.5
962,8.67,7.5,8.83,7.42,7.0
963,8.5,7.25,8.5,8.17,7.5
964,8.08,8.08,7.83,8.42,7.75
965,8.5,7.0,8.33,7.5,7.17
966,8.33,7.83,8.75,7.58,8.33
967,7.33,8.67,8.33,7.92,7.83
968,7.5,8.33,7.92,8.5,8.75
969,8.83,6.42,8.25,7.92,7.67
970,9.0,7.42,8.5,7.17,7.5
971,9.25,9.08,8.75,9.0,9.17
972,8.75,7.0,8.17,7.25,7.25
973,9.17,8.92,8.92,9.08,8.92
974,7.33,8.75,7.42,8.42,8.5
975,7.25,8.42,7.25,8.83,9.0
976,9.0,8.92,9.08,8.83,8.67
977,9.0,8.42,8.5,9.0,8.83
978,9.33,8.75,9.08,8.75,9.42
979,7.5,8.5,7.25,8.5,8.42
980,6.75,8.08,7.0,8.0,8.75
981,6.92,8.67,7.08,8.83,8.42
982,9.0,9.0,9.17,9.25,8.67
983,8.42,7.42,8.42,7.75,7.75
984,8.58,8.17,8.25,7.58,6.92
985,9.17,8.92,8.75,9.08,8.92
986,8.5,6.58,8.5,7.08,7.08
987,6.75,8.75,7.58,8.5,8.33
988,7.58,8.17,7.08,8.25,8.58
989,6.08,5.92,6.17,6.33,6.0
990,8.92,7.58,8.33,8.17,7.58
991,8.67,7.92,8.67,7.5,8.58
992,8.0,8.5,6.83,8.42,8.42
993,8.58,7.75,9.0,6.25,7.42
994,8.08,7.92,7.5,8.75,7.92
995,7.17,9.17,7.67,8.75,8.67
996,8.83,7.33,8.58,7.42,7.83
997,8.58,7.75,8.5,7.5,7.08
998,8.67,6.92,8.67,7.75,6.92
999,8.58,7.92,8.5,7.08,8.67
1000,8.42,7.17,8.33,7.42,7.5
1001,7.0,8.5,7.0,8.67,8.58
1002,8.83,7.33,8.92,7.42,7.67
1003,7.08,7.83,8.08,7.92,8.08
1004,8.0,7.58,8.33,7.83,8.92
1005,8.67,7.75,8.42,7.83,7.08
1006,8.17,7.25,8.42,7.0,7.58
1007,7.42,8.5,7.33,8.5,8.75
1008,6.08,5.75,6.17,6.42,5.92
1009,8.83,9.17,8.83,8.5,9.08
1010,6.83,8.17,7.67,8.67,8.33
1011,8.17,7.08,8.42,7.42,6.83
1012,8.58,8.17,8.25,6.58,7.08
1013,6.75,9.0,8.25,8.83,8.0
1014,8.42,8.08,8.5,7.17,7.92
1015,7.67,9.17,6.67,8.33,8.75
1016,5.92,5.92,6.08,6.08,5.67
1017,8.17,8.67,7.67,8.92,8.42
1018,8.83,9.08,9.33,8.75,9.25
1019,8.33,8.75,7.92,8.25,8.58
1020,7.33,9.08,7.58,8.5,8.75
1021,9.0,9.33,8.92,8.92,8.83
1022,9.0,9.08,9.5,9.25,9.08
1023,8.17,7.58,8.5,7.17,7.42
1024,8.83,7.17,8.33,7.33,6.75
1025,8.67,7.83,7.92,7.75,7.58
1026,8.58,7.67,8.83,7.17,7.42
1027,8.0,8.33,7.08,8.42,8.0
1028,9.33,9.25,8.92,9.0,9.0
1029,8.08,7.75,8.17,7.75,8.42
1030,7.08,8.75,7.33,8.42,8.67
1031,9.25,8.83,9.0,9.33,9.17
1032,7.5,8.58,7.33,8.92,8.33
1033,5.75,6.33,6.0,6.17,6.0
1034,7.67,8.33,8.0,8.42,8.42
1035,8.58,6.5,8.33,7.67,7.42
1036,9.25,8.08,8.92,7.83,7.25
1037,7.17,8.25,7.58,8.75,8.58
1038,6.83,8.5,6.92,8.42,8.58
1039,8.58,8.08,8.67,6.75,7.67
1040,7.0,8.92,8.25,8.67,8.33
1041,8.75,7.17,8.67,7.42,6.5
1042,6.17,5.67,5.75,5.92,5.67
1043,8.75,8.17,8.58,8.5,7.33
1044,7.83,6.75,8.75,6.5,7.58
1045,8.33,8.42,8.67,7.33,7.5
1046,8.0,8.33,7.33,8.5,7.83
1047,6.17,6.08,6.0,6.42,6.33
1048,8.25,8.67,7.83,8.75,9.0
1049,8.58,7.17,8.58,7.42,7.33
1050,9.17,8.92,8.75,8.83,8.83
1051,9.08,7.0,8.58,8.0,7.0
1052,8.67,7.83,8.83,8.17,7.33
1053,8.33,7.25,8.5,7.58,7.5
1054,6.83,8.0,7.67,7.92,8.67
1055,8.92,9.25,9.17,8.42,8.83
1056,8.17,6.75,8.83,7.67,7.0
1057,7.33,8.67,6.75,8.42,8.75
1058,8.83,7.92,8.25,7.58,7.67
1059,8.75,7.0,8.67,7.58,7.0
1060,7.67,8.08,7.75,8.42,9.08
1061,8.17,7.0,8.42,7.83,8.08
1062,7.33,8.42,6.25,8.58,8.5
1063,9.42,9.42,9.08,9.42,8.67
1064,6.92,8.25,6.83,8.92,8.67
1065,8.17,7.42,7.75,8.0,7.25
1066,8.5,7.5,8.67,8.08,7.58
1067,7.83,8.67,7.33,8.42,8.67
1068,7.25,8.75,7.42,8.75,8.67
1069,5.92,6.0,5.75,6.08,6.25
1070,6.42,5.83,6.25,6.25,5.75
1071,8.25,7.75,8.0,6.5,6.25
1072,8.42,7.75,8.33,7.42,7.75
1073,7.5,9.08,7.83,8.67,7.67
1074,7.42,8.75,7.08,9.0,8.42
1075,8.0,7.83,7.25,9.0,7.92
1076,8.75,6.92,8.58,7.33,7.83
1077,8.08,6.67,8.42,6.92,7.75
1078,6.42,6.17,5.67,5.75,5.83
1079,8.25,9.08,7.17,8.42,8.25
1080,6.08,5.83,5.83,6.17,6.0
1081,8.5,7.92,8.67,7.92,8.0
1082,9.0,9.0,8.92,9.0,9.25
1083,8.58,7.67,8.58,7.17,7.67
1084,8.42,8.08,9.17,6.92,7.42
1085,6.17,5.75,6.08,5.75,5.83
1086,8.58,7.0,8.75,7.58,7.92
1087,7.58,9.08,6.92,8.67,9.0
1088,8.83,9.25,9.0,8.83,9.08
1089,8.08,7.75,8.75,7.83,7.5
1090,9.25,7.0,9.0,8.08,7.67
1091,8.33,7.67,8.5,7.42,6.58
1092,7.67,8.33,8.42,8.17,8.33
1093,8.75,7.33,7.92,7.5,7.75
1094,7.75,8.5,8.08,8.75,8.33
1095,8.58,6.5,8.33,8.33,8.5
1096,6.42,6.08,6.17,6.17,6.42
1097,6.25,6.0,5.83,5.83,6.08
1098,7.67,7.92,7.58,8.17,8.42
1099,7.75,8.5,7.58,8.0,9.0
1100,8.5,8.58,7.42,8.67,8.42
1101,5.83,5.92,6.0,6.08,6.33
1102,8.42,8.08,8.83,7.75,7.25
1103,8.58,7.0,8.08,6.83,7.83
1104,7.17,8.5,7.67,8.92,9.08
1105,8.33,7.5,8.5,8.08,7.92
1106,8.75,8.25,8.92,7.92,7.0
1107,8.17,7.75,8.75,7.0,7.75
1108,7.58,8.42,8.25,8.25,8.58
1109,8.92,7.17,8.25,7.33,7.92
1110,5.92,5.92,5.92,5.58,6.17
1111,7.67,8.42,7.17,8.33,8.08
1112,8.33,8.75,7.83,8.67,8.17
1113,7.25,8.58,6.58,8.33,8.58
1114,8.42,7.42,8.08,7.5,8.0
1115,8.92,7.92,8.75,7.58,8.33
1116,8.83,7.67,8.67,7.5,7.42
1117,6.17,5.92,6.42,6.08,6.33
1118,9.25,8.58,9.25,8.92,9.17
1119,7.0,8.58,8.25,8.67,8.33
1120,7.83,8.08,7.33,8.0,8.92
1121,8.75,7.25,8.17,7.42,6.92
1122,9.0,6.83,8.58,7.75,7.17
1123,8.08,6.83,8.42,6.92,7.92
1124,7.33,8.58,6.92,8.92,8.58
1125,8.42,7.17,9.0,6.75,7.67
1126,8.5,8.5,8.67,6.75,7.5
1127,8.83,7.83,8.42,7.92,8.33
1128,6.33,6.25,6.25,6.17,6.33
1129,8.83,7.25,8.75,7.08,7.92
1130,7.67,8.67,7.33,8.42,8.0
1131,7.25,8.0,8.0,8.67,8.5
1132,7.67,8.25,7.5,9.0,8.5
1133,8.42,7.75,8.67,7.58,7.17
1134,8.67,6.83,8.67,7.58,7.5
1135,7.75,8.33,6.58,8.33,8.17
1136,5.92,5.83,5.92,5.67,6.0
1137,9.25,7.75,8.33,6.83,6.92
1138,7.58,7.83,6.83,8.33,8.67
1139,8.67,7.67,8.42,6.75,7.58
1140,8.58,8.92,7.08,8.33,8.92
1141,8.92,6.75,8.42,7.67,7.67
1142,8.58,7.5,8.33,7.17,7.83
1143,8.25,7.92,8.0,8.58,8.5
1144,8.75,9.33,8.83,9.17,9.25
1145,5.67,5.75,6.17,6.0,5.83
1146,9.0,9.17,9.25,9.25,9.0
1147,6.92,8.58,7.5,8.92,8.42
1148,7.17,8.5,8.17,8.67,8.67
1149,7.17,8.75,7.42,8.67,8.08
1150,8.67,7.83,8.58,7.58,7.08
1151,8.0,8.5,7.75,8.83,9.0
1152,7.92,9.0,8.0,8.08,8.83
1153,8.75,7.83,7.92,7.58,8.17
1154,8.5,6.67,8.42,7.17,7.5
1155,8.58,6.67,7.83,7.25,7.08
1156,8.0,7.92,8.42,6.75,7.67
1157,7.25,8.17,6.67,8.75,9.08
1158,7.67,8.08,7.92,7.92,8.5
1159,8.33,8.75,8.33,7.92,8.0
1160,8.58,7.5,8.42,7.5,7.75
1161,9.08,8.83,8.92,9.0,9.33
1162,8.25,8.25,8.42,8.0,7.58
1163,8.75,7.67,8.5,7.92,7.5
1164,7.75,8.0,7.0,8.25,7.92
1165,7.5,8.5,6.75,9.17,9.08
1166,8.0,7.83,8.58,7.58,8.25
1167,7.5,8.67,7.58,7.83,8.83
1168,7.25,8.83,7.17,8.5,8.58
1169,8.42,8.42,8.0,9.08,8.42
1170,8.58,6.92,8.5,6.92,7.83
1171,8.17,7.5,7.92,7.5,7.5
1172,9.0,6.83,8.67,7.33,8.17
1173,7.67,8.75,6.75,8.5,9.33
1174,7.5,8.5,7.33,8.5,8.83
1175,7.67,8.58,7.17,8.58,8.33
1176,8.67,7.17,8.5,7.83,7.0
1177,7.17,8.33,7.5,8.58,8.42
1178,8.5,8.25,8.5,8.25,7.17
1179,8.42,7.42,8.83,7.5,6.83
1180,8.33,7.5,8.58,7.5,6.92
1181,7.67,8.33,8.08,8.67,8.42
1182,8.58,7.83,8.25,7.42,6.58
1183,6.92,8.25,7.83,8.42,8.0
1184,7.75,6.83,8.5,7.17,8.08
1185,9.25,9.42,8.67,9.08,9.17
1186,6.75,8.42,6.92,8.42,8.67
1187,8.5,9.0,9.17,9.17,9.08
1188,7.83,8.25,7.5,8.67,8.67
1189,8.92,7.25,9.08,7.67,7.42
1190,6.75,8.33,6.92,8.33,8.17
1191,8.92,7.5,8.33,7.42,7.67
1192,8.75,7.42,7.83,7.42,7.58
1193,6.75,8.5,7.17,8.83,8.75
1194,5.83,6.0,5.92,6.58,5.92
1195,8.25,8.33,7.92,7.5,7.42
1196,8.42,8.5,8.58,7.75,7.83
1197,9.25,9.17,8.58,8.83,8.83
1198,8.42,7.5,8.92,7.0,8.0
1199,8.08,6.33,8.5,7.08,7.58
1200,6.5,5.75,6.25,6.08,5.92
1201,9.0,8.83,9.0,9.17,9.17
1202,9.08,7.25,8.42,7.67,7.83
1203,8.42,7.17,8.25,7.75,7.5
1204,7.33,8.17,7.58,8.08,8.92
1205,7.42,8.42,7.58,8.25,8.33
1206,7.83,8.67,7.92,8.58,8.67
1207,7.75,7.58,7.92,8.33,8.33
1208,7.67,7.75,7.0,8.17,7.92
1209,8.75,7.33,8.42,7.92,8.08
1210,9.0,9.0,9.0,9.5,8.5
1211,7.33,7.75,8.17,8.42,8.5
1212,5.75,6.17,6.08,5.92,6.0
1213,9.25,8.92,9.0,9.08,9.42
1214,7.5,8.08,7.67,8.58,8.0
1215,7.67,8.25,7.67,8.58,8.5
1216,8.42,7.83,8.83,7.83,6.25
1217,7.58,8.5,8.08,8.42,8.17
1218,8.5,6.75,8.92,7.42,7.42
1219,8.58,7.58,8.25,7.67,7.5
1220,8.42,7.58,8.42,7.25,8.0
1221,6.17,8.92,8.08,8.58,8.75
1222,8.92,7.75,8.58,7.5,7.5
1223,7.67,8.5,8.25,8.17,8.33
1224,8.83,7.58,8.17,7.58,7.08
1225,8.75,7.5,8.92,7.75,7.67
1226,7.67,8.5,7.75,8.5,8.33
1227,6.67,8.25,7.25,8.25,8.92
1228,8.25,8.33,6.58,8.17,8.67
1229,5.5,6.42,6.17,5.92,6.0
1230,8.08,6.83,8.25,7.58,7.33
1231,8.33,7.75,7.0,8.75,8.17
1232,6.25,5.92,5.75,6.08,5.75
1233,7.67,8.42,8.0,8.67,8.5
1234,7.08,8.67,7.42,8.5,8.5
1235,8.42,7.58,8.42,7.75,7.67
1236,7.67,8.75,8.33,9.08,8.58
1237,8.75,8.92,9.0,9.0,9.08
1238,9.25,8.83,8.83,8.83,9.25
1239,8.33,8.67,6.83,8.08,8.67
1240,9.33,9.25,9.17,9.08,9.0
1241,6.0,6.0,6.0,6.17,6.33
1242,8.75,8.92,9.17,8.67,9.0
1243,8.83,9.5,9.0,9.17,9.08
1244,8.42,6.92,8.17,7.33,7.33
1245,8.5,8.17,8.33,7.08,6.83
1246,8.83,7.08,8.33,7.5,8.0
1247,9.25,9.08,9.0,8.75,9.17
1248,6.08,5.83,6.58,5.83,6.0
1249,8.33,7.5,9.33,7.58,8.33
1250,9.08,7.83,8.17,6.92,7.42
1251,8.33,7.08,8.83,7.17,8.42
1252,8.0,8.25,7.92,8.25,8.33
1253,7.33,9.08,8.08,8.5,9.08
1254,8.25,7.5,8.5,8.08,7.33
1255,6.17,6.17,6.25,5.75,5.75
1256,8.83,7.67,8.83,7.58,8.0
